tag,gen,idx,maxIter,fpsErr,gpuTimeMs,boundary,density,rank
FRONT,13,12,166,7058.45,0.14048,24970,0.105092,0
FRONT,13,13,773,1722.15,0.56112,37052,0.0730367,0
FRONT,13,14,826,1561.27,0.6168,37061,0.0684507,0
FRONT,13,15,4070,639.575,1.42944,32932,0.00630905,0
FRONT,13,16,3931,707.908,1.30224,33061,0.00702592,0
FRONT,13,17,591,2216.04,0.43936,37999,0.0920949,0
FRONT,13,18,64,15334.1,0.06496,7185,0.0176372,0
FRONT,13,19,64,14715.4,0.06768,7136,0.0174781,0
FRONT,13,20,118,9675.2,0.10272,17418,0.0759029,0
FRONT,13,21,2329,674.344,1.36176,34788,0.01704,0
FRONT,13,22,2195,944.339,0.99568,35119,0.0186801,0
FRONT,13,23,907,1536.42,0.6264,37904,0.0636852,0
FRONT,13,24,114,9705.62,0.1024,16838,0.0714879,0
FRONT,13,25,75,13209.6,0.07536,9740,0.0293001,0
FRONT,13,26,2602,845.928,1.10384,35196,0.0146299,0
FRONT,13,27,1028,1261.35,0.7568,38124,0.055751,0
FRONT,13,28,908,1479.03,0.64976,38592,0.0642637,0
FRONT,13,29,2268,859.794,1.0872,35984,0.0186732,0
FRONT,13,30,842,1484.74,0.64736,39066,0.070461,0
FRONT,13,31,657,1941.92,0.49952,39788,0.0880354,0
EVAL,14,0,99,8608.52,0.11536,13783,0.0550402,-1
EVAL,14,1,179,6539.79,0.15152,27918,0.104979,-1
EVAL,14,2,180,6396.61,0.15488,28107,0.105054,-1
EVAL,14,3,1096,1260.24,0.75744,39042,0.0542851,-1
EVAL,14,4,116,9282.3,0.10704,17067,0.06939,-1
EVAL,14,5,2329,654.449,1.39968,37030,0.0202149,-1
EVAL,14,6,771,1593,0.60496,40378,0.0800018,-1
EVAL,14,7,2120,818.796,1.13792,37455,0.0247701,-1
EVAL,14,8,2562,690.39,1.33264,37117,0.0197686,-1
EVAL,14,9,167,6518.95,0.152,26441,0.0981415,-1
EVAL,14,10,64,14474.9,0.0688,6105,0.0134162,-1
EVAL,14,11,1028,1236.41,0.77136,40263,0.0625467,-1
EVAL,14,12,907,1316.65,0.7264,40699,0.0716953,-1
EVAL,14,13,306,3757.96,0.26192,39144,0.120665,-1
EVAL,14,14,657,1806.23,0.53584,41771,0.0937366,-1
EVAL,14,15,304,3993.18,0.24672,39333,0.120406,-1
EVAL,14,16,284,4030.31,0.24448,38734,0.119682,-1
EVAL,14,17,64,14892.2,0.06688,5762,0.0117694,-1
EVAL,14,18,75,13527,0.0736,8494,0.0226113,-1
EVAL,14,19,64,14611.4,0.06816,5630,0.0113434,-1
EVAL,14,20,64,14785.6,0.06736,5593,0.011129,-1
EVAL,14,21,730,1689.72,0.57152,42702,0.0909829,-1
EVAL,14,22,85,9751.62,0.10192,10375,0.031888,-1
EVAL,14,23,3969,578.798,1.56544,38156,0.0260078,-1
EVAL,14,24,155,6931.05,0.14304,24386,0.0861827,-1
EVAL,14,25,250,4360.08,0.22624,37224,0.114761,-1
EVAL,14,26,2602,688.772,1.33552,39571,0.0363081,-1
EVAL,14,27,1145,1076.98,0.87952,42055,0.0692968,-1
EVAL,14,28,1075,1076.57,0.87984,42283,0.0739769,-1
EVAL,14,29,64,14016.6,0.07104,5002,0.00921207,-1
EVAL,14,30,891,1296.34,0.73728,42978,0.0876486,-1
EVAL,14,31,64,14016.6,0.07104,4829,0.00880993,-1
FRONT,14,0,99,8608.52,0.11536,13783,0.0550402,0
FRONT,14,1,179,6539.79,0.15152,27918,0.104979,0
FRONT,14,2,180,6396.61,0.15488,28107,0.105054,0
FRONT,14,3,1096,1260.24,0.75744,39042,0.0542851,0
FRONT,14,4,116,9282.3,0.10704,17067,0.06939,0
FRONT,14,5,2329,654.449,1.39968,37030,0.0202149,0
FRONT,14,6,771,1593,0.60496,40378,0.0800018,0
FRONT,14,7,2120,818.796,1.13792,37455,0.0247701,0
FRONT,14,8,2562,690.39,1.33264,37117,0.0197686,0
FRONT,14,9,167,6518.95,0.152,26441,0.0981415,0
FRONT,14,10,64,14474.9,0.0688,6105,0.0134162,0
FRONT,14,11,1028,1236.41,0.77136,40263,0.0625467,0
FRONT,14,12,907,1316.65,0.7264,40699,0.0716953,0
FRONT,14,13,306,3757.96,0.26192,39144,0.120665,0
FRONT,14,14,657,1806.23,0.53584,41771,0.0937366,0
FRONT,14,15,304,3993.18,0.24672,39333,0.120406,0
FRONT,14,16,284,4030.31,0.24448,38734,0.119682,0
FRONT,14,17,64,14892.2,0.06688,5762,0.0117694,0
FRONT,14,18,75,13527,0.0736,8494,0.0226113,0
FRONT,14,19,64,14611.4,0.06816,5630,0.0113434,0
FRONT,14,20,64,14785.6,0.06736,5593,0.011129,0
FRONT,14,21,730,1689.72,0.57152,42702,0.0909829,0
FRONT,14,22,85,9751.62,0.10192,10375,0.031888,0
FRONT,14,23,3969,578.798,1.56544,38156,0.0260078,0
FRONT,14,24,155,6931.05,0.14304,24386,0.0861827,0
FRONT,14,25,250,4360.08,0.22624,37224,0.114761,0
FRONT,14,26,2602,688.772,1.33552,39571,0.0363081,0
FRONT,14,27,1145,1076.98,0.87952,42055,0.0692968,0
FRONT,14,28,1075,1076.57,0.87984,42283,0.0739769,0
FRONT,14,30,891,1296.34,0.73728,42978,0.0876486,0
FRONT,14,31,64,14016.6,0.07104,4829,0.00880993,0
EVAL,15,0,2247,745.412,1.2416,40631,0.0488873,-1
EVAL,15,1,155,5510.41,0.17952,23971,0.0813056,-1
EVAL,15,2,291,3246.88,0.3024,39790,0.117667,-1
EVAL,15,3,122,7241.4,0.13696,17208,0.0589682,-1
EVAL,15,4,64,11936.2,0.08336,4426,0.00789335,-1
EVAL,15,5,65,13953.5,0.07136,4570,0.00840088,-1
EVAL,15,6,3969,508.854,1.75792,39677,0.0505727,-1
EVAL,15,7,367,2712.85,0.36064,42197,0.121564,-1
EVAL,15,8,67,13497.5,0.07376,4929,0.00930697,-1
EVAL,15,9,2114,736.28,1.25584,41207,0.0668957,-1
EVAL,15,10,256,4057.26,0.24288,37514,0.11012,-1
EVAL,15,11,577,1908.5,0.508,43959,0.117622,-1
EVAL,15,12,571,1922.24,0.50448,43994,0.118279,-1
EVAL,15,13,64,13922.1,0.07152,3831,0.00635698,-1
EVAL,15,14,822,1327.96,0.72048,43698,0.107234,-1
EVAL,15,15,3986,495.259,1.80096,39993,0.0690482,-1
EVAL,15,16,926,899.767,1.04192,43387,0.105291,-1
EVAL,15,17,207,4849.66,0.20368,31303,0.0942298,-1
EVAL,15,18,80,10660.4,0.09328,7049,0.016796,-1
EVAL,15,19,2562,598.657,1.51824,40891,0.082354,-1
EVAL,15,20,180,4639.25,0.2128,26926,0.0816848,-1
EVAL,15,21,384,2695.73,0.36288,41938,0.121692,-1
EVAL,15,22,167,6061.45,0.16336,24446,0.0742792,-1
EVAL,15,23,891,1199.83,0.79376,43082,0.115063,-1
EVAL,15,24,3934,368.581,2.33328,39826,0.0899888,-1
EVAL,15,25,1144,970.673,0.97024,42560,0.109772,-1
EVAL,15,26,856,1241.81,0.76816,43064,0.118499,-1
EVAL,15,27,814,1263.31,0.75568,43153,0.12104,-1
EVAL,15,28,90,10339.3,0.09616,8295,0.0207022,-1
EVAL,15,29,79,11514.1,0.0864,6220,0.0124188,-1
EVAL,15,30,965,866.887,1.07888,42681,0.119879,-1
EVAL,15,31,118,8397.38,0.11824,13713,0.0391471,-1
FRONT,15,0,2247,745.412,1.2416,40631,0.0488873,0
FRONT,15,1,155,5510.41,0.17952,23971,0.0813056,0
FRONT,15,2,291,3246.88,0.3024,39790,0.117667,0
FRONT,15,3,122,7241.4,0.13696,17208,0.0589682,0
FRONT,15,4,64,11936.2,0.08336,4426,0.00789335,0
FRONT,15,5,65,13953.5,0.07136,4570,0.00840088,0
FRONT,15,6,3969,508.854,1.75792,39677,0.0505727,0
FRONT,15,7,367,2712.85,0.36064,42197,0.121564,0
FRONT,15,8,67,13497.5,0.07376,4929,0.00930697,0
FRONT,15,9,2114,736.28,1.25584,41207,0.0668957,0
FRONT,15,10,256,4057.26,0.24288,37514,0.11012,0
FRONT,15,11,577,1908.5,0.508,43959,0.117622,0
FRONT,15,12,571,1922.24,0.50448,43994,0.118279,0
FRONT,15,13,64,13922.1,0.07152,3831,0.00635698,0
FRONT,15,14,822,1327.96,0.72048,43698,0.107234,0
FRONT,15,15,3986,495.259,1.80096,39993,0.0690482,0
FRONT,15,16,926,899.767,1.04192,43387,0.105291,0
FRONT,15,17,207,4849.66,0.20368,31303,0.0942298,0
FRONT,15,18,80,10660.4,0.09328,7049,0.016796,0
FRONT,15,19,2562,598.657,1.51824,40891,0.082354,0
FRONT,15,20,180,4639.25,0.2128,26926,0.0816848,0
FRONT,15,21,384,2695.73,0.36288,41938,0.121692,0
FRONT,15,22,167,6061.45,0.16336,24446,0.0742792,0
FRONT,15,23,891,1199.83,0.79376,43082,0.115063,0
FRONT,15,24,3934,368.581,2.33328,39826,0.0899888,0
FRONT,15,25,1144,970.673,0.97024,42560,0.109772,0
FRONT,15,26,856,1241.81,0.76816,43064,0.118499,0
FRONT,15,27,814,1263.31,0.75568,43153,0.12104,0
FRONT,15,28,90,10339.3,0.09616,8295,0.0207022,0
FRONT,15,29,79,11514.1,0.0864,6220,0.0124188,0
FRONT,15,30,965,866.887,1.07888,42681,0.119879,0
FRONT,15,31,118,8397.38,0.11824,13713,0.0391471,0
EVAL,16,0,571,1866.04,0.5192,42786,0.127223,-1
EVAL,16,1,135,7249.94,0.1368,17216,0.0486761,-1
EVAL,16,2,91,10119.2,0.09824,8050,0.0186917,-1
EVAL,16,3,80,10004.4,0.09936,6049,0.0110355,-1
EVAL,16,4,3807,418.231,2.09104,39357,0.117191,-1
EVAL,16,5,161,6208.81,0.15952,22002,0.0601552,-1
EVAL,16,6,303,3318.38,0.296,37509,0.106595,-1
EVAL,16,7,3934,452.926,1.9496,39186,0.123479,-1
EVAL,16,8,99,9424.07,0.10544,9280,0.0210406,-1
EVAL,16,9,93,10004.4,0.09936,7978,0.0166941,-1
EVAL,16,10,256,3898.2,0.25264,34127,0.0926968,-1
EVAL,16,11,137,6923.24,0.1432,16696,0.0424848,-1
EVAL,16,12,222,4407.48,0.22384,30167,0.0805001,-1
EVAL,16,13,242,4065.41,0.2424,32288,0.0863483,-1
EVAL,16,14,266,3327.53,0.2952,34374,0.0925314,-1
EVAL,16,15,64,13616.1,0.07312,2120,0.00129913,-1
EVAL,16,16,121,6317.55,0.1568,12952,0.0295472,-1
EVAL,16,17,64,13767.4,0.07232,1961,0.00108146,-1
EVAL,16,18,2017,644.781,1.41888,39420,0.141247,-1
EVAL,16,19,3905,385.062,2.24688,38200,0.148557,-1
EVAL,16,20,876,1130.25,0.84016,40643,0.138223,-1
EVAL,16,21,3988,383.577,2.2544,37906,0.152665,-1
EVAL,16,22,184,5272.76,0.18752,23513,0.0570295,-1
EVAL,16,23,67,13015.3,0.07648,2241,0.00116174,-1
EVAL,16,24,180,5346.57,0.18496,22841,0.0552763,-1
EVAL,16,25,135,7074.7,0.14016,14911,0.0332809,-1
EVAL,16,26,814,890.57,1.052,40322,0.137947,-1
EVAL,16,27,64,12365.4,0.08048,1593,0.000687902,-1
EVAL,16,28,197,4968.16,0.19888,25732,0.0566514,-1
EVAL,16,29,64,14016.6,0.07104,1168,0.000376712,-1
EVAL,16,30,926,1074.51,0.88144,41648,0.134768,-1
EVAL,16,31,118,7811.54,0.12704,10766,0.0197871,-1
FRONT,16,0,571,1866.04,0.5192,42786,0.127223,0
FRONT,16,1,135,7249.94,0.1368,17216,0.0486761,0
FRONT,16,2,91,10119.2,0.09824,8050,0.0186917,0
FRONT,16,3,80,10004.4,0.09936,6049,0.0110355,0
FRONT,16,4,3807,418.231,2.09104,39357,0.117191,0
FRONT,16,5,161,6208.81,0.15952,22002,0.0601552,0
FRONT,16,6,303,3318.38,0.296,37509,0.106595,0
FRONT,16,7,3934,452.926,1.9496,39186,0.123479,0
FRONT,16,8,99,9424.07,0.10544,9280,0.0210406,0
FRONT,16,10,256,3898.2,0.25264,34127,0.0926968,0
FRONT,16,11,137,6923.24,0.1432,16696,0.0424848,0
FRONT,16,12,222,4407.48,0.22384,30167,0.0805001,0
FRONT,16,13,242,4065.41,0.2424,32288,0.0863483,0
FRONT,16,14,266,3327.53,0.2952,34374,0.0925314,0
FRONT,16,15,64,13616.1,0.07312,2120,0.00129913,0
FRONT,16,16,121,6317.55,0.1568,12952,0.0295472,0
FRONT,16,17,64,13767.4,0.07232,1961,0.00108146,0
FRONT,16,18,2017,644.781,1.41888,39420,0.141247,0
FRONT,16,19,3905,385.062,2.24688,38200,0.148557,0
FRONT,16,20,876,1130.25,0.84016,40643,0.138223,0
FRONT,16,21,3988,383.577,2.2544,37906,0.152665,0
FRONT,16,22,184,5272.76,0.18752,23513,0.0570295,0
FRONT,16,23,67,13015.3,0.07648,2241,0.00116174,0
FRONT,16,24,180,5346.57,0.18496,22841,0.0552763,0
FRONT,16,25,135,7074.7,0.14016,14911,0.0332809,0
FRONT,16,26,814,890.57,1.052,40322,0.137947,0
FRONT,16,27,64,12365.4,0.08048,1593,0.000687902,0
FRONT,16,28,197,4968.16,0.19888,25732,0.0566514,0
FRONT,16,29,64,14016.6,0.07104,1168,0.000376712,0
FRONT,16,30,926,1074.51,0.88144,41648,0.134768,0
FRONT,16,31,118,7811.54,0.12704,10766,0.0197871,0
EVAL,17,0,2017,592.197,1.53328,40170,0.140549,-1
EVAL,17,1,135,7115.66,0.13936,14604,0.028119,-1
EVAL,17,2,118,7963.11,0.12464,10766,0.0197871,-1
EVAL,17,3,64,13586.3,0.07328,1168,0.000376712,-1
EVAL,17,4,3866,408.13,2.13616,39989,0.140516,-1
EVAL,17,5,174,5565.56,0.17776,20438,0.0335509,-1
EVAL,17,6,3988,331.408,2.55488,42801,0.126804,-1
EVAL,17,7,937,1063.49,0.89008,45589,0.11998,-1
EVAL,17,8,82,11021.6,0.09024,799,0.000305759,-1
EVAL,17,9,402,2502.53,0.39024,42536,0.0910408,-1
EVAL,17,10,2004,580.303,1.56176,45834,0.0969742,-1
EVAL,17,11,118,7922.12,0.12528,5689,0.00326377,-1
EVAL,17,12,138,6884.44,0.144,9021,0.00889961,-1
EVAL,17,13,64,13646.1,0.07296,0,0,-1
EVAL,17,14,64,13736.9,0.07248,0,0,-1
EVAL,17,15,195,4936,0.20016,16282,0.0256335,-1
EVAL,17,16,3807,429.812,2.0416,45130,0.0857401,-1
EVAL,17,17,188,5183.29,0.19072,13215,0.0239549,-1
EVAL,17,18,2073,557.284,1.62,46416,0.0894121,-1
EVAL,17,19,3907,421.733,2.07584,45989,0.0761033,-1
EVAL,17,20,285,3475.07,0.28288,24978,0.0481408,-1
EVAL,17,21,3835,379.275,2.27648,49454,0.0671137,-1
EVAL,17,22,959,829.047,1.1248,52547,0.0941716,-1
EVAL,17,23,202,4781.21,0.20656,8924,0.00587657,-1
EVAL,17,24,955,1005.46,0.93856,52010,0.0911344,-1
EVAL,17,25,101,8067.44,0.12304,0,0,-1
EVAL,17,26,64,13706.5,0.07264,0,0,-1
EVAL,17,27,64,13646.1,0.07296,0,0,-1
EVAL,17,28,233,4145.92,0.23776,11276,0.0102165,-1
EVAL,17,29,137,6994.18,0.14176,0,0,-1
EVAL,17,30,248,3873.29,0.25424,12958,0.0140113,-1
EVAL,17,31,2017,539.348,1.66848,47942,0.0721911,-1
FRONT,17,0,2017,592.197,1.53328,40170,0.140549,0
FRONT,17,1,135,7115.66,0.13936,14604,0.028119,0
FRONT,17,2,118,7963.11,0.12464,10766,0.0197871,0
FRONT,17,3,64,13586.3,0.07328,1168,0.000376712,0
FRONT,17,4,3866,408.13,2.13616,39989,0.140516,0
FRONT,17,5,174,5565.56,0.17776,20438,0.0335509,0
FRONT,17,6,3988,331.408,2.55488,42801,0.126804,0
FRONT,17,7,937,1063.49,0.89008,45589,0.11998,0
FRONT,17,8,82,11021.6,0.09024,799,0.000305759,0
FRONT,17,9,402,2502.53,0.39024,42536,0.0910408,0
FRONT,17,10,2004,580.303,1.56176,45834,0.0969742,0
FRONT,17,11,118,7922.12,0.12528,5689,0.00326377,0
FRONT,17,12,138,6884.44,0.144,9021,0.00889961,0
FRONT,17,13,64,13646.1,0.07296,0,0,0
FRONT,17,14,64,13736.9,0.07248,0,0,0
FRONT,17,15,195,4936,0.20016,16282,0.0256335,0
FRONT,17,16,3807,429.812,2.0416,45130,0.0857401,0
FRONT,17,17,188,5183.29,0.19072,13215,0.0239549,0
FRONT,17,18,2073,557.284,1.62,46416,0.0894121,0
FRONT,17,19,3907,421.733,2.07584,45989,0.0761033,0
FRONT,17,20,285,3475.07,0.28288,24978,0.0481408,0
FRONT,17,21,3835,379.275,2.27648,49454,0.0671137,0
FRONT,17,22,959,829.047,1.1248,52547,0.0941716,0
FRONT,17,23,202,4781.21,0.20656,8924,0.00587657,0
FRONT,17,24,955,1005.46,0.93856,52010,0.0911344,0
FRONT,17,25,101,8067.44,0.12304,0,0,0
FRONT,17,26,64,13706.5,0.07264,0,0,0
FRONT,17,27,64,13646.1,0.07296,0,0,0
FRONT,17,28,233,4145.92,0.23776,11276,0.0102165,0
FRONT,17,29,137,6994.18,0.14176,0,0,0
FRONT,17,30,248,3873.29,0.25424,12958,0.0140113,0
FRONT,17,31,2017,539.348,1.66848,47942,0.0721911,0
EVAL,18,0,118,8142.1,0.12192,0,0,-1
EVAL,18,1,398,2478.59,0.39392,31117,0.0492645,-1
EVAL,18,2,2124,499.835,1.78624,50725,0.0398356,-1
EVAL,18,3,376,2662.13,0.36736,29044,0.0417581,-1
EVAL,18,4,959,1014.07,0.93104,53676,0.0763844,-1
EVAL,18,5,64,13616.1,0.07312,0,0,-1
EVAL,18,6,171,4660.54,0.21184,741,1.82148e-05,-1
EVAL,18,7,1952,554.613,1.62704,50853,0.0342116,-1
EVAL,18,8,117,7497.44,0.13232,0,0,-1
EVAL,18,9,451,2221.02,0.4384,38684,0.0509175,-1
EVAL,18,10,1999,555.885,1.62368,50694,0.0329076,-1
EVAL,18,11,64,13767.4,0.07232,0,0,-1
EVAL,18,12,226,4525.47,0.21808,7422,0.00513003,-1
EVAL,18,13,219,4505.38,0.21904,6713,0.00401634,-1
EVAL,18,14,1963,546.266,1.64944,50806,0.0339007,-1
EVAL,18,15,4029,478.144,1.85824,48873,0.00876949,-1
EVAL,18,16,983,996.814,0.94624,52778,0.072088,-1
EVAL,18,17,4094,436.347,2.01472,48828,0.00857732,-1
EVAL,18,18,2013,534.841,1.68112,50648,0.0324154,-1
EVAL,18,19,3907,482.393,1.84368,48882,0.00940945,-1
EVAL,18,20,823,1210.07,0.78736,52547,0.0757032,-1
EVAL,18,21,135,7082.86,0.14,0,0,-1
EVAL,18,22,396,2059.36,0.47184,32204,0.0408411,-1
EVAL,18,23,171,5864.17,0.1688,781,1.92926e-05,-1
EVAL,18,24,73,12390.2,0.08032,0,0,-1
EVAL,18,25,926,1088.26,0.87088,52730,0.073863,-1
EVAL,18,26,1940,561.829,1.60816,50729,0.034231,-1
EVAL,18,27,128,7488.31,0.13248,0,0,-1
EVAL,18,28,902,1014.44,0.93072,52698,0.0745408,-1
EVAL,18,29,2098,548.806,1.64256,50426,0.0297843,-1
EVAL,18,30,3896,468.139,1.89344,48846,0.00939979,-1
EVAL,18,31,4022,453.558,1.9472,48778,0.00888353,-1
FRONT,18,0,118,8142.1,0.12192,0,0,0
FRONT,18,1,398,2478.59,0.39392,31117,0.0492645,0
FRONT,18,2,2124,499.835,1.78624,50725,0.0398356,0
FRONT,18,3,376,2662.13,0.36736,29044,0.0417581,0
FRONT,18,4,959,1014.07,0.93104,53676,0.0763844,0
FRONT,18,5,64,13616.1,0.07312,0,0,0
FRONT,18,6,171,4660.54,0.21184,741,1.82148e-05,0
FRONT,18,7,1952,554.613,1.62704,50853,0.0342116,0
FRONT,18,8,117,7497.44,0.13232,0,0,0
FRONT,18,9,451,2221.02,0.4384,38684,0.0509175,0
FRONT,18,10,1999,555.885,1.62368,50694,0.0329076,0
FRONT,18,11,64,13767.4,0.07232,0,0,0
FRONT,18,12,226,4525.47,0.21808,7422,0.00513003,0
FRONT,18,13,219,4505.38,0.21904,6713,0.00401634,0
FRONT,18,14,1963,546.266,1.64944,50806,0.0339007,0
FRONT,18,15,4029,478.144,1.85824,48873,0.00876949,0
FRONT,18,16,983,996.814,0.94624,52778,0.072088,0
FRONT,18,17,4094,436.347,2.01472,48828,0.00857732,0
FRONT,18,18,2013,534.841,1.68112,50648,0.0324154,0
FRONT,18,19,3907,482.393,1.84368,48882,0.00940945,0
FRONT,18,20,823,1210.07,0.78736,52547,0.0757032,0
FRONT,18,21,135,7082.86,0.14,0,0,0
FRONT,18,22,396,2059.36,0.47184,32204,0.0408411,0
FRONT,18,23,171,5864.17,0.1688,781,1.92926e-05,0
FRONT,18,24,73,12390.2,0.08032,0,0,0
FRONT,18,25,926,1088.26,0.87088,52730,0.073863,0
FRONT,18,26,1940,561.829,1.60816,50729,0.034231,0
FRONT,18,27,128,7488.31,0.13248,0,0,0
FRONT,18,28,902,1014.44,0.93072,52698,0.0745408,0
FRONT,18,29,2098,548.806,1.64256,50426,0.0297843,0
FRONT,18,30,3896,468.139,1.89344,48846,0.00939979,0
FRONT,18,31,4022,453.558,1.9472,48778,0.00888353,0
EVAL,19,0,533,1554.99,0.6192,45260,0.0640945,-1
EVAL,19,1,1004,993.252,0.94944,52598,0.0718497,-1
EVAL,19,2,413,2534.44,0.38544,34600,0.0459459,-1
EVAL,19,3,4094,480.611,1.84976,48611,0.00855011,-1
EVAL,19,4,1934,589.756,1.53904,50534,0.0344024,-1
EVAL,19,5,285,3493.16,0.28144,16471,0.018223,-1
EVAL,19,6,73,12243.1,0.08128,0,0,-1
EVAL,19,7,398,2083.35,0.46656,32677,0.0438657,-1
EVAL,19,8,954,1057.27,0.89504,52509,0.0736648,-1
EVAL,19,9,326,3049.45,0.3216,22791,0.0283963,-1
EVAL,19,10,204,4972.21,0.19872,6369,0.0026362,-1
EVAL,19,11,181,5379.51,0.18384,3046,0.000446397,-1
EVAL,19,12,975,911.251,1.0296,52395,0.0735582,-1
EVAL,19,13,2035,555.521,1.62464,50300,0.0317985,-1
EVAL,19,14,2087,529.734,1.69568,50123,0.0304289,-1
EVAL,19,15,135,7018.14,0.14128,0,0,-1
EVAL,19,16,314,3117.43,0.31472,21104,0.0269228,-1
EVAL,19,17,3991,498.235,1.79136,48393,0.00905813,-1
EVAL,19,18,473,2182.55,0.44592,40748,0.059591,-1
EVAL,19,19,64,14274.9,0.06976,0,0,-1
EVAL,19,20,2013,561.087,1.61008,50187,0.0323255,-1
EVAL,19,21,127,7434,0.13344,0,0,-1
EVAL,19,22,4096,460.14,1.92256,48403,0.00844681,-1
EVAL,19,23,4020,466.183,1.90048,48373,0.00868413,-1
EVAL,19,24,1995,554.734,1.62672,50195,0.0330392,-1
EVAL,19,25,4045,382.509,2.25984,48317,0.00875029,-1
EVAL,19,26,203,4788.72,0.20624,6797,0.0033732,-1
EVAL,19,27,90,10479.6,0.09488,0,0,-1
EVAL,19,28,338,2953.5,0.33184,24862,0.0353108,-1
EVAL,19,29,2105,555.097,1.62576,49900,0.0296516,-1
EVAL,19,30,2057,562.262,1.60704,49869,0.0307941,-1
EVAL,19,31,323,3079.13,0.31856,22668,0.0323809,-1
FRONT,19,0,533,1554.99,0.6192,45260,0.0640945,0
FRONT,19,1,1004,993.252,0.94944,52598,0.0718497,0
FRONT,19,2,413,2534.44,0.38544,34600,0.0459459,0
FRONT,19,3,4094,480.611,1.84976,48611,0.00855011,0
FRONT,19,4,1934,589.756,1.53904,50534,0.0344024,0
FRONT,19,5,285,3493.16,0.28144,16471,0.018223,0
FRONT,19,6,73,12243.1,0.08128,0,0,0
FRONT,19,7,398,2083.35,0.46656,32677,0.0438657,0
FRONT,19,8,954,1057.27,0.89504,52509,0.0736648,0
FRONT,19,9,326,3049.45,0.3216,22791,0.0283963,0
FRONT,19,10,204,4972.21,0.19872,6369,0.0026362,0
FRONT,19,11,181,5379.51,0.18384,3046,0.000446397,0
FRONT,19,12,975,911.251,1.0296,52395,0.0735582,0
FRONT,19,13,2035,555.521,1.62464,50300,0.0317985,0
FRONT,19,14,2087,529.734,1.69568,50123,0.0304289,0
FRONT,19,15,135,7018.14,0.14128,0,0,0
FRONT,19,16,314,3117.43,0.31472,21104,0.0269228,0
FRONT,19,17,3991,498.235,1.79136,48393,0.00905813,0
FRONT,19,18,473,2182.55,0.44592,40748,0.059591,0
FRONT,19,19,64,14274.9,0.06976,0,0,0
FRONT,19,20,2013,561.087,1.61008,50187,0.0323255,0
FRONT,19,21,127,7434,0.13344,0,0,0
FRONT,19,22,4096,460.14,1.92256,48403,0.00844681,0
FRONT,19,23,4020,466.183,1.90048,48373,0.00868413,0
FRONT,19,24,1995,554.734,1.62672,50195,0.0330392,0
FRONT,19,25,4045,382.509,2.25984,48317,0.00875029,0
FRONT,19,26,203,4788.72,0.20624,6797,0.0033732,0
FRONT,19,27,90,10479.6,0.09488,0,0,0
FRONT,19,28,338,2953.5,0.33184,24862,0.0353108,0
FRONT,19,29,2105,555.097,1.62576,49900,0.0296516,0
FRONT,19,30,2057,562.262,1.60704,49869,0.0307941,0
FRONT,19,31,323,3079.13,0.31856,22668,0.0323809,0
EVAL,20,0,171,5611.51,0.17632,1783,0.000280369,-1
EVAL,20,1,190,5144,0.19216,5383,0.00185552,-1
EVAL,20,2,4089,393.753,2.20384,47937,0.00832805,-1
EVAL,20,3,225,4325.96,0.228,9403,0.00844476,-1
EVAL,20,4,2038,564.875,1.60032,49528,0.0315329,-1
EVAL,20,5,135,7123.91,0.1392,0,0,-1
EVAL,20,6,64,13676.3,0.0728,0,0,-1
EVAL,20,7,64,13736.9,0.07248,0,0,-1
EVAL,20,8,498,2085.55,0.46608,42495,0.0682271,-1
EVAL,20,9,92,9972.1,0.09968,0,0,-1
EVAL,20,10,2087,575.679,1.57312,49000,0.030126,-1
EVAL,20,11,2036,471.101,1.88288,49053,0.0315691,-1
EVAL,20,12,368,2810.92,0.34832,29447,0.046496,-1
EVAL,20,13,174,5611.51,0.17632,2616,0.000615536,-1
EVAL,20,14,374,2712.85,0.36064,30168,0.048337,-1
EVAL,20,15,323,3164.97,0.31008,22963,0.0363098,-1
EVAL,20,16,285,3563.19,0.276,17810,0.0262866,-1
EVAL,20,17,3991,484.188,1.8376,46881,0.00875083,-1
EVAL,20,18,1055,1038.03,0.91072,50504,0.0719254,-1
EVAL,20,19,205,4740.31,0.20832,7599,0.00535988,-1
EVAL,20,20,232,4310.63,0.2288,10623,0.0120768,-1
EVAL,20,21,64,13646.1,0.07296,0,0,-1
EVAL,20,22,2057,581.157,1.55968,48391,0.030767,-1
EVAL,20,23,312,3287.62,0.29872,21590,0.035005,-1
EVAL,20,24,64,13953.5,0.07136,0,0,-1
EVAL,20,25,1876,601.096,1.51264,48581,0.035346,-1
EVAL,20,26,1012,825.52,1.12928,50281,0.073686,-1
EVAL,20,27,471,2176.14,0.4472,40159,0.068327,-1
EVAL,20,28,1088,994.318,0.94848,50169,0.0699019,-1
EVAL,20,29,1085,919.624,1.0208,50171,0.0700708,-1
EVAL,20,30,64,11754.7,0.08464,0,0,-1
EVAL,20,31,226,4250.34,0.232,10051,0.0108659,-1
FRONT,20,0,171,5611.51,0.17632,1783,0.000280369,0
FRONT,20,1,190,5144,0.19216,5383,0.00185552,0
FRONT,20,2,4089,393.753,2.20384,47937,0.00832805,0
FRONT,20,3,225,4325.96,0.228,9403,0.00844476,0
FRONT,20,4,2038,564.875,1.60032,49528,0.0315329,0
FRONT,20,5,135,7123.91,0.1392,0,0,0
