tag,gen,idx,maxIter,fpsErr,gpuTimeMs,boundary,density,rank
FRONT,6,19,4096,206.195,3.75664,3493,0.125964,0
FRONT,6,20,919,1139.16,0.83392,4676,0.120986,0
FRONT,6,21,101,9555.38,0.104,5860,0.0836971,0
FRONT,6,22,64,14242.1,0.06992,5547,0.0689765,0
FRONT,6,23,181,5590.99,0.17696,6157,0.102682,0
FRONT,6,24,4064,218.458,3.5912,3498,0.134088,0
FRONT,6,25,103,8718.09,0.11392,5995,0.0902439,0
FRONT,6,26,436,2454.08,0.39776,5624,0.123096,0
FRONT,6,27,230,4573.06,0.21584,6341,0.114218,0
FRONT,6,28,195,5281.88,0.1872,6340,0.113985,0
FRONT,6,29,920,1182.79,0.80464,4886,0.137694,0
FRONT,6,30,2416,407.499,2.13904,3946,0.144524,0
FRONT,6,31,318,3347.85,0.29344,6108,0.128517,0
EVAL,7,0,80,11890.3,0.08368,6074,0.0938679,-1
EVAL,7,1,2342,423.634,2.06768,4010,0.149384,-1
EVAL,7,2,2228,433.798,2.02512,4082,0.150803,-1
EVAL,7,3,441,2451.05,0.39824,5752,0.139656,-1
EVAL,7,4,3718,205.483,3.76672,3735,0.155765,-1
EVAL,7,5,2162,464.021,1.90832,4102,0.155659,-1
EVAL,7,6,3803,199.8,3.84912,3673,0.158754,-1
EVAL,7,7,143,6785.56,0.14608,6541,0.12359,-1
EVAL,7,8,970,982.188,0.95952,4909,0.15579,-1
EVAL,7,9,920,1202.12,0.79232,4932,0.156812,-1
EVAL,7,10,2416,407.709,2.13808,4062,0.163384,-1
EVAL,7,11,998,1108.66,0.85568,4884,0.160435,-1
EVAL,7,12,2447,403.684,2.15664,4016,0.166763,-1
EVAL,7,13,4096,217.137,3.60832,3684,0.16984,-1
EVAL,7,14,2246,465.431,1.9032,4164,0.169312,-1
EVAL,7,15,902,1233.73,0.77296,5086,0.165574,-1
EVAL,7,16,449,2448.03,0.39872,5992,0.159789,-1
EVAL,7,17,85,11600.4,0.08576,6532,0.120159,-1
EVAL,7,18,90,11001.9,0.0904,6630,0.123768,-1
EVAL,7,19,3891,244.536,3.28368,3868,0.178742,-1
EVAL,7,20,258,4283.29,0.23024,7113,0.15629,-1
EVAL,7,21,970,1100.63,0.8616,5247,0.175107,-1
EVAL,7,22,864,1259.12,0.75808,5427,0.175977,-1
EVAL,7,23,4039,225.284,3.50528,3954,0.18502,-1
EVAL,7,24,285,3928.51,0.25072,7164,0.164455,-1
EVAL,7,25,2416,403.615,2.15696,4455,0.186389,-1
EVAL,7,26,121,8805.25,0.1128,7232,0.145053,-1
EVAL,7,27,170,6409.98,0.15456,7403,0.157103,-1
EVAL,7,28,64,15146.8,0.06576,6831,0.12178,-1
EVAL,7,29,2448,422.067,2.0744,4553,0.192353,-1
EVAL,7,30,1025,1106.26,0.85744,5510,0.189367,-1
EVAL,7,31,1009,1140.08,0.83328,5614,0.190206,-1
FRONT,7,0,80,11890.3,0.08368,6074,0.0938679,0
FRONT,7,1,2342,423.634,2.06768,4010,0.149384,0
FRONT,7,2,2228,433.798,2.02512,4082,0.150803,0
FRONT,7,3,441,2451.05,0.39824,5752,0.139656,0
FRONT,7,4,3718,205.483,3.76672,3735,0.155765,0
FRONT,7,5,2162,464.021,1.90832,4102,0.155659,0
FRONT,7,6,3803,199.8,3.84912,3673,0.158754,0
FRONT,7,7,143,6785.56,0.14608,6541,0.12359,0
FRONT,7,8,970,982.188,0.95952,4909,0.15579,0
FRONT,7,9,920,1202.12,0.79232,4932,0.156812,0
FRONT,7,10,2416,407.709,2.13808,4062,0.163384,0
FRONT,7,11,998,1108.66,0.85568,4884,0.160435,0
FRONT,7,12,2447,403.684,2.15664,4016,0.166763,0
FRONT,7,13,4096,217.137,3.60832,3684,0.16984,0
FRONT,7,14,2246,465.431,1.9032,4164,0.169312,0
FRONT,7,15,902,1233.73,0.77296,5086,0.165574,0
FRONT,7,16,449,2448.03,0.39872,5992,0.159789,0
FRONT,7,17,85,11600.4,0.08576,6532,0.120159,0
FRONT,7,18,90,11001.9,0.0904,6630,0.123768,0
FRONT,7,19,3891,244.536,3.28368,3868,0.178742,0
FRONT,7,20,258,4283.29,0.23024,7113,0.15629,0
FRONT,7,21,970,1100.63,0.8616,5247,0.175107,0
FRONT,7,22,864,1259.12,0.75808,5427,0.175977,0
FRONT,7,23,4039,225.284,3.50528,3954,0.18502,0
FRONT,7,24,285,3928.51,0.25072,7164,0.164455,0
FRONT,7,25,2416,403.615,2.15696,4455,0.186389,0
FRONT,7,26,121,8805.25,0.1128,7232,0.145053,0
FRONT,7,27,170,6409.98,0.15456,7403,0.157103,0
FRONT,7,28,64,15146.8,0.06576,6831,0.12178,0
FRONT,7,29,2448,422.067,2.0744,4553,0.192353,0
FRONT,7,30,1025,1106.26,0.85744,5510,0.189367,0
FRONT,7,31,1009,1140.08,0.83328,5614,0.190206,0
EVAL,8,0,4003,234.853,3.39152,4237,0.198303,-1
EVAL,8,1,2280,480.143,1.85136,4756,0.197898,-1
EVAL,8,2,544,2105.63,0.46176,6656,0.186821,-1
EVAL,8,3,2557,405.134,2.14992,4799,0.198563,-1
EVAL,8,4,206,5461.2,0.18112,7975,0.168844,-1
EVAL,8,5,3760,261.618,3.10928,4483,0.199948,-1
EVAL,8,6,790,1334.16,0.71728,6064,0.190968,-1
EVAL,8,7,1011,1146.8,0.82864,6036,0.193256,-1
EVAL,8,8,953,1079.47,0.8776,6287,0.194911,-1
EVAL,8,9,72,14048.4,0.07088,7897,0.128515,-1
EVAL,8,10,85,11867.5,0.08384,8397,0.136971,-1
EVAL,8,11,2192,501.697,1.78032,6254,0.210747,-1
EVAL,8,12,3876,258.666,3.13808,5790,0.217143,-1
EVAL,8,13,2289,476.527,1.86384,6135,0.21898,-1
EVAL,8,14,2209,511.873,1.74864,6472,0.22267,-1
EVAL,8,15,64,15843.3,0.06288,8309,0.127227,-1
EVAL,8,16,4096,254.703,3.1776,5958,0.22991,-1
EVAL,8,17,64,15073.2,0.06608,8309,0.127227,-1
EVAL,8,18,64,15296.3,0.06512,8309,0.127227,-1
EVAL,8,19,2448,381.415,2.26544,6511,0.227622,-1
EVAL,8,20,4051,244.344,3.28576,5976,0.22986,-1
EVAL,8,21,196,5786.59,0.17104,9953,0.184312,-1
EVAL,8,22,957,1250.55,0.76304,7681,0.219978,-1
EVAL,8,23,2406,451.875,1.9536,6679,0.228661,-1
EVAL,8,24,285,4043.74,0.24368,9933,0.196967,-1
EVAL,8,25,3824,247.958,3.2472,6258,0.231484,-1
EVAL,8,26,4087,229.674,3.45216,6244,0.231944,-1
EVAL,8,27,133,7284.3,0.13616,10056,0.170968,-1
EVAL,8,28,105,10304.8,0.09648,9773,0.159568,-1
EVAL,8,29,2365,476.251,1.8648,6910,0.230691,-1
EVAL,8,30,78,12669.1,0.07856,9330,0.143217,-1
EVAL,8,31,142,7284.3,0.13616,10306,0.174845,-1
FRONT,8,0,4003,234.853,3.39152,4237,0.198303,0
FRONT,8,1,2280,480.143,1.85136,4756,0.197898,0
FRONT,8,2,544,2105.63,0.46176,6656,0.186821,0
FRONT,8,3,2557,405.134,2.14992,4799,0.198563,0
FRONT,8,4,206,5461.2,0.18112,7975,0.168844,0
FRONT,8,5,3760,261.618,3.10928,4483,0.199948,0
FRONT,8,6,790,1334.16,0.71728,6064,0.190968,0
FRONT,8,7,1011,1146.8,0.82864,6036,0.193256,0
FRONT,8,8,953,1079.47,0.8776,6287,0.194911,0
FRONT,8,9,72,14048.4,0.07088,7897,0.128515,0
FRONT,8,10,85,11867.5,0.08384,8397,0.136971,0
FRONT,8,11,2192,501.697,1.78032,6254,0.210747,0
FRONT,8,12,3876,258.666,3.13808,5790,0.217143,0
FRONT,8,13,2289,476.527,1.86384,6135,0.21898,0
FRONT,8,14,2209,511.873,1.74864,6472,0.22267,0
FRONT,8,15,64,15843.3,0.06288,8309,0.127227,0
FRONT,8,16,4096,254.703,3.1776,5958,0.22991,0
FRONT,8,17,64,15073.2,0.06608,8309,0.127227,0
FRONT,8,18,64,15296.3,0.06512,8309,0.127227,0
FRONT,8,19,2448,381.415,2.26544,6511,0.227622,0
FRONT,8,20,4051,244.344,3.28576,5976,0.22986,0
FRONT,8,21,196,5786.59,0.17104,9953,0.184312,0
FRONT,8,22,957,1250.55,0.76304,7681,0.219978,0
FRONT,8,23,2406,451.875,1.9536,6679,0.228661,0
FRONT,8,24,285,4043.74,0.24368,9933,0.196967,0
FRONT,8,25,3824,247.958,3.2472,6258,0.231484,0
FRONT,8,26,4087,229.674,3.45216,6244,0.231944,0
FRONT,8,27,133,7284.3,0.13616,10056,0.170968,0
FRONT,8,28,105,10304.8,0.09648,9773,0.159568,0
FRONT,8,29,2365,476.251,1.8648,6910,0.230691,0
FRONT,8,30,78,12669.1,0.07856,9330,0.143217,0
EVAL,9,0,3999,216.978,3.6104,6433,0.233989,-1
EVAL,9,1,660,1587.77,0.60688,8781,0.218465,-1
EVAL,9,2,911,1348.93,0.70976,8203,0.223131,-1
EVAL,9,3,124,8088.63,0.12272,10299,0.169475,-1
EVAL,9,4,178,5663.44,0.17472,10678,0.185563,-1
EVAL,9,5,2410,491.098,1.81456,7177,0.2332,-1
EVAL,9,6,64,15109.9,0.06592,9130,0.131783,-1
EVAL,9,7,884,1311.52,0.72912,8439,0.224364,-1
EVAL,9,8,4003,276.076,2.97552,6611,0.236469,-1
EVAL,9,9,3900,249.406,3.232,6728,0.23658,-1
EVAL,9,10,3997,260.809,3.11712,6671,0.236912,-1
EVAL,9,11,3995,249.897,3.22688,6683,0.237136,-1
EVAL,9,12,2345,486.568,1.8296,7277,0.234976,-1
EVAL,9,13,64,15334.1,0.06496,9385,0.133575,-1
EVAL,9,14,64,15372.1,0.0648,9384,0.133864,-1
EVAL,9,15,4027,279.84,2.94256,7101,0.240814,-1
EVAL,9,16,2466,431.391,2.03504,7682,0.238574,-1
EVAL,9,17,68,14542.8,0.06848,9981,0.140002,-1
EVAL,9,18,255,4819,0.20496,11830,0.202999,-1
EVAL,9,19,3806,278.662,2.9528,7171,0.240626,-1
EVAL,9,20,64,15762.8,0.0632,9775,0.135283,-1
EVAL,9,21,64,15643.5,0.06368,9724,0.137185,-1
EVAL,9,22,4087,285.323,2.89584,7239,0.244005,-1
EVAL,9,23,107,10444.2,0.0952,10989,0.171925,-1
EVAL,9,24,64,14645.9,0.068,8738,0.140464,-1
EVAL,9,25,3949,320.355,2.62912,6610,0.244645,-1
EVAL,9,26,4096,304.453,2.74384,6640,0.244548,-1
EVAL,9,27,64,16786.4,0.05936,7669,0.139048,-1
EVAL,9,28,865,1612.46,0.59792,9214,0.230592,-1
EVAL,9,29,3784,337.583,2.5152,8264,0.243009,-1
EVAL,9,30,868,1604.89,0.60064,11066,0.227434,-1
EVAL,9,31,64,15448.7,0.06448,9672,0.122046,-1
FRONT,9,0,3999,216.978,3.6104,6433,0.233989,0
FRONT,9,1,660,1587.77,0.60688,8781,0.218465,0
FRONT,9,2,911,1348.93,0.70976,8203,0.223131,0
FRONT,9,3,124,8088.63,0.12272,10299,0.169475,0
FRONT,9,4,178,5663.44,0.17472,10678,0.185563,0
FRONT,9,5,2410,491.098,1.81456,7177,0.2332,0
FRONT,9,6,64,15109.9,0.06592,9130,0.131783,0
FRONT,9,7,884,1311.52,0.72912,8439,0.224364,0
FRONT,9,8,4003,276.076,2.97552,6611,0.236469,0
FRONT,9,9,3900,249.406,3.232,6728,0.23658,0
FRONT,9,10,3997,260.809,3.11712,6671,0.236912,0
FRONT,9,11,3995,249.897,3.22688,6683,0.237136,0
FRONT,9,12,2345,486.568,1.8296,7277,0.234976,0
FRONT,9,13,64,15334.1,0.06496,9385,0.133575,0
FRONT,9,14,64,15372.1,0.0648,9384,0.133864,0
FRONT,9,15,4027,279.84,2.94256,7101,0.240814,0
FRONT,9,16,2466,431.391,2.03504,7682,0.238574,0
FRONT,9,17,68,14542.8,0.06848,9981,0.140002,0
FRONT,9,18,255,4819,0.20496,11830,0.202999,0
FRONT,9,19,3806,278.662,2.9528,7171,0.240626,0
FRONT,9,20,64,15762.8,0.0632,9775,0.135283,0
FRONT,9,21,64,15643.5,0.06368,9724,0.137185,0
FRONT,9,22,4087,285.323,2.89584,7239,0.244005,0
FRONT,9,23,107,10444.2,0.0952,10989,0.171925,0
FRONT,9,24,64,14645.9,0.068,8738,0.140464,0
FRONT,9,25,3949,320.355,2.62912,6610,0.244645,0
FRONT,9,26,4096,304.453,2.74384,6640,0.244548,0
FRONT,9,27,64,16786.4,0.05936,7669,0.139048,0
FRONT,9,28,865,1612.46,0.59792,9214,0.230592,0
FRONT,9,29,3784,337.583,2.5152,8264,0.243009,0
FRONT,9,30,868,1604.89,0.60064,11066,0.227434,0
FRONT,9,31,64,15448.7,0.06448,9672,0.122046,0
EVAL,10,0,4089,285.304,2.896,11216,0.241357,-1
EVAL,10,1,107,9409.7,0.1056,14585,0.142898,-1
EVAL,10,2,86,11100.7,0.0896,13903,0.120865,-1
EVAL,10,3,2410,521.125,1.7208,15389,0.232918,-1
EVAL,10,4,1010,1216.55,0.78336,18062,0.21578,-1
EVAL,10,5,3988,256.296,3.1616,16301,0.236659,-1
EVAL,10,6,278,3783.79,0.26016,21924,0.163175,-1
EVAL,10,7,928,1074.92,0.88112,19403,0.208004,-1
EVAL,10,8,107,9381.09,0.10592,17163,0.0947635,-1
EVAL,10,9,4034,284.828,2.9,16443,0.234778,-1
EVAL,10,10,914,1289.89,0.7408,18338,0.206108,-1
EVAL,10,11,905,1247.81,0.76464,18261,0.204947,-1
EVAL,10,12,143,7082.86,0.14,16573,0.118892,-1
EVAL,10,13,64,13468.1,0.07392,8371,0.0513121,-1
EVAL,10,14,2466,488.198,1.82416,19108,0.221163,-1
EVAL,10,15,148,7123.91,0.1392,17714,0.117349,-1
EVAL,10,16,144,7107.43,0.13952,18713,0.110885,-1
EVAL,10,17,64,13828.9,0.072,8078,0.0393518,-1
EVAL,10,18,4094,296.288,2.80672,25293,0.207878,-1
EVAL,10,19,2380,539.061,1.66928,27758,0.192301,-1
EVAL,10,20,64,14016.6,0.07104,7581,0.0300714,-1
EVAL,10,21,920,1166.93,0.81504,31983,0.165633,-1
EVAL,10,22,128,7841.39,0.12656,19948,0.0912121,-1
EVAL,10,23,3801,400.1,2.17344,31114,0.125371,-1
EVAL,10,24,173,6356.84,0.15584,25587,0.116644,-1
EVAL,10,25,768,1764.28,0.54816,34762,0.11296,-1
EVAL,10,26,2456,752.744,1.2304,31352,0.0472506,-1
EVAL,10,27,4038,605.531,1.50256,28662,0.0186653,-1
EVAL,10,28,791,1825.94,0.53024,30693,0.0766659,-1
EVAL,10,29,212,6115.89,0.16192,25961,0.112311,-1
EVAL,10,30,4092,712.941,1.29376,26091,0.00719687,-1
EVAL,10,31,2466,870.475,1.07472,26993,0.017064,-1
FRONT,10,0,4089,285.304,2.896,11216,0.241357,0
FRONT,10,1,107,9409.7,0.1056,14585,0.142898,0
FRONT,10,2,86,11100.7,0.0896,13903,0.120865,0
FRONT,10,3,2410,521.125,1.7208,15389,0.232918,0
FRONT,10,4,1010,1216.55,0.78336,18062,0.21578,0
FRONT,10,5,3988,256.296,3.1616,16301,0.236659,0
FRONT,10,6,278,3783.79,0.26016,21924,0.163175,0
FRONT,10,7,928,1074.92,0.88112,19403,0.208004,0
FRONT,10,8,107,9381.09,0.10592,17163,0.0947635,0
FRONT,10,9,4034,284.828,2.9,16443,0.234778,0
FRONT,10,10,914,1289.89,0.7408,18338,0.206108,0
FRONT,10,11,905,1247.81,0.76464,18261,0.204947,0
FRONT,10,12,143,7082.86,0.14,16573,0.118892,0
FRONT,10,13,64,13468.1,0.07392,8371,0.0513121,0
FRONT,10,14,2466,488.198,1.82416,19108,0.221163,0
FRONT,10,15,148,7123.91,0.1392,17714,0.117349,0
FRONT,10,16,144,7107.43,0.13952,18713,0.110885,0
FRONT,10,17,64,13828.9,0.072,8078,0.0393518,0
FRONT,10,18,4094,296.288,2.80672,25293,0.207878,0
FRONT,10,19,2380,539.061,1.66928,27758,0.192301,0
FRONT,10,20,64,14016.6,0.07104,7581,0.0300714,0
FRONT,10,21,920,1166.93,0.81504,31983,0.165633,0
FRONT,10,22,128,7841.39,0.12656,19948,0.0912121,0
FRONT,10,23,3801,400.1,2.17344,31114,0.125371,0
FRONT,10,24,173,6356.84,0.15584,25587,0.116644,0
FRONT,10,25,768,1764.28,0.54816,34762,0.11296,0
FRONT,10,26,2456,752.744,1.2304,31352,0.0472506,0
FRONT,10,27,4038,605.531,1.50256,28662,0.0186653,0
FRONT,10,28,791,1825.94,0.53024,30693,0.0766659,0
FRONT,10,29,212,6115.89,0.16192,25961,0.112311,0
FRONT,10,30,4092,712.941,1.29376,26091,0.00719687,0
FRONT,10,31,2466,870.475,1.07472,26993,0.017064,0
EVAL,11,0,877,1575.7,0.61136,29477,0.0630485,-1
EVAL,11,1,4089,709.799,1.29904,26092,0.00720591,-1
EVAL,11,2,107,9720.91,0.10224,15875,0.0713948,-1
EVAL,11,3,912,1689.23,0.57168,29369,0.0611176,-1
EVAL,11,4,920,1708.03,0.5656,29313,0.0605852,-1
EVAL,11,5,370,3410.29,0.28816,29875,0.10879,-1
EVAL,11,6,2546,873.672,1.07104,26919,0.0164144,-1
EVAL,11,7,64,16006.8,0.06224,8655,0.0244952,-1
EVAL,11,8,86,10771.9,0.09232,13044,0.0507198,-1
EVAL,11,9,64,16048.2,0.06208,8655,0.0244952,-1
EVAL,11,10,64,16173.8,0.0616,8655,0.0244952,-1
EVAL,11,11,3840,746.036,1.24064,25997,0.00821338,-1
EVAL,11,12,2348,772.335,1.20144,27166,0.0186246,-1
EVAL,11,13,160,7470.12,0.1328,22003,0.101245,-1
EVAL,11,14,64,12880,0.07728,8655,0.0244952,-1
EVAL,11,15,4034,719.982,1.28208,26200,0.00754901,-1
EVAL,11,16,682,2193.88,0.44368,30010,0.0785626,-1
EVAL,11,17,64,15526,0.06416,8656,0.0244374,-1
EVAL,11,18,3989,730.939,1.26432,26382,0.00762516,-1
EVAL,11,19,2340,951.982,0.98816,27439,0.0187519,-1
EVAL,11,20,2466,952.146,0.988,27543,0.0172475,-1
EVAL,11,21,2453,876.33,1.068,27542,0.0171509,-1
EVAL,11,22,67,15410.3,0.06464,9491,0.0277521,-1
EVAL,11,23,768,2058.64,0.472,30508,0.0715588,-1
EVAL,11,24,3678,758.92,1.22112,26740,0.00896451,-1
EVAL,11,25,2543,860.471,1.0864,27677,0.0159908,-1
EVAL,11,26,881,1786.38,0.5416,30401,0.0628452,-1
EVAL,11,27,918,1805.11,0.53616,30263,0.0602025,-1
EVAL,11,28,2544,957.418,0.98288,27844,0.0156699,-1
EVAL,11,29,907,1714.56,0.56352,30548,0.060515,-1
EVAL,11,30,2330,978.551,0.96288,28230,0.0187633,-1
EVAL,11,31,2317,983.232,0.95856,28368,0.0181966,-1
FRONT,11,0,877,1575.7,0.61136,29477,0.0630485,0
FRONT,11,1,4089,709.799,1.29904,26092,0.00720591,0
FRONT,11,2,107,9720.91,0.10224,15875,0.0713948,0
FRONT,11,3,912,1689.23,0.57168,29369,0.0611176,0
FRONT,11,4,920,1708.03,0.5656,29313,0.0605852,0
FRONT,11,5,370,3410.29,0.28816,29875,0.10879,0
FRONT,11,6,2546,873.672,1.07104,26919,0.0164144,0
FRONT,11,7,64,16006.8,0.06224,8655,0.0244952,0
FRONT,11,8,86,10771.9,0.09232,13044,0.0507198,0
FRONT,11,9,64,16048.2,0.06208,8655,0.0244952,0
FRONT,11,10,64,16173.8,0.0616,8655,0.0244952,0
FRONT,11,11,3840,746.036,1.24064,25997,0.00821338,0
FRONT,11,12,2348,772.335,1.20144,27166,0.0186246,0
FRONT,11,13,160,7470.12,0.1328,22003,0.101245,0
FRONT,11,14,64,12880,0.07728,8655,0.0244952,0
FRONT,11,15,4034,719.982,1.28208,26200,0.00754901,0
FRONT,11,16,682,2193.88,0.44368,30010,0.0785626,0
FRONT,11,17,64,15526,0.06416,8656,0.0244374,0
FRONT,11,18,3989,730.939,1.26432,26382,0.00762516,0
FRONT,11,19,2340,951.982,0.98816,27439,0.0187519,0
FRONT,11,20,2466,952.146,0.988,27543,0.0172475,0
FRONT,11,21,2453,876.33,1.068,27542,0.0171509,0
FRONT,11,22,67,15410.3,0.06464,9491,0.0277521,0
FRONT,11,23,768,2058.64,0.472,30508,0.0715588,0
FRONT,11,24,3678,758.92,1.22112,26740,0.00896451,0
FRONT,11,25,2543,860.471,1.0864,27677,0.0159908,0
FRONT,11,26,881,1786.38,0.5416,30401,0.0628452,0
FRONT,11,27,918,1805.11,0.53616,30263,0.0602025,0
FRONT,11,28,2544,957.418,0.98288,27844,0.0156699,0
FRONT,11,29,907,1714.56,0.56352,30548,0.060515,0
FRONT,11,30,2330,978.551,0.96288,28230,0.0187633,0
FRONT,11,31,2317,983.232,0.95856,28368,0.0181966,0
EVAL,12,0,238,5470.97,0.1808,28783,0.116057,-1
EVAL,12,1,64,15296.3,0.06512,8443,0.0233209,-1
EVAL,12,2,64,15883.9,0.06272,8414,0.0232349,-1
EVAL,12,3,419,3166.64,0.30992,32035,0.106063,-1
EVAL,12,4,858,1801.23,0.53728,31613,0.0638111,-1
EVAL,12,5,842,1795.15,0.53904,31650,0.0647719,-1
EVAL,12,6,2496,786.081,1.18192,29075,0.0159645,-1
EVAL,12,7,854,1748.45,0.55296,32009,0.0638007,-1
EVAL,12,8,1028,1395.86,0.68688,31535,0.0526352,-1
EVAL,12,9,2353,850.68,1.09808,29464,0.0172528,-1
EVAL,12,10,871,1592.13,0.60528,32117,0.0625623,-1
EVAL,12,11,790,1713.55,0.56384,32607,0.0694198,-1
EVAL,12,12,827,1636.99,0.58928,32583,0.066673,-1
EVAL,12,13,626,2390.02,0.40816,33440,0.0839364,-1
EVAL,12,14,2400,1000.04,0.94336,30078,0.0164815,-1
EVAL,12,15,952,1506.02,0.63856,32697,0.0578884,-1
EVAL,12,16,160,7380.48,0.1344,23194,0.103514,-1
EVAL,12,17,64,15296.3,0.06512,8103,0.0218832,-1
EVAL,12,18,134,8525.17,0.11648,19753,0.09104,-1
EVAL,12,19,165,7543.41,0.13152,23986,0.1054,-1
EVAL,12,20,4058,696.018,1.32272,29769,0.0066328,-1
EVAL,12,21,107,10236.5,0.09712,15746,0.0702376,-1
EVAL,12,22,2384,895.658,1.0464,31124,0.0165669,-1
EVAL,12,23,3987,725.373,1.27328,30174,0.00704191,-1
EVAL,12,24,3840,683.163,1.3456,30210,0.00760188,-1
EVAL,12,25,64,14821,0.0672,7995,0.0209583,-1
EVAL,12,26,907,1742.19,0.55488,34307,0.0606676,-1
EVAL,12,27,70,14080.3,0.07072,9884,0.0278699,-1
EVAL,12,28,206,6085.53,0.16272,29006,0.115652,-1
EVAL,12,29,64,15183.9,0.0656,7908,0.0204684,-1
EVAL,12,30,2332,918.55,1.02192,32184,0.0169327,-1
EVAL,12,31,2195,928.924,1.0112,32492,0.0186816,-1
FRONT,12,0,238,5470.97,0.1808,28783,0.116057,0
FRONT,12,2,64,15883.9,0.06272,8414,0.0232349,0
FRONT,12,3,419,3166.64,0.30992,32035,0.106063,0
FRONT,12,4,858,1801.23,0.53728,31613,0.0638111,0
FRONT,12,5,842,1795.15,0.53904,31650,0.0647719,0
FRONT,12,6,2496,786.081,1.18192,29075,0.0159645,0
FRONT,12,7,854,1748.45,0.55296,32009,0.0638007,0
FRONT,12,8,1028,1395.86,0.68688,31535,0.0526352,0
FRONT,12,9,2353,850.68,1.09808,29464,0.0172528,0
FRONT,12,10,871,1592.13,0.60528,32117,0.0625623,0
FRONT,12,11,790,1713.55,0.56384,32607,0.0694198,0
FRONT,12,12,827,1636.99,0.58928,32583,0.066673,0
FRONT,12,13,626,2390.02,0.40816,33440,0.0839364,0
FRONT,12,14,2400,1000.04,0.94336,30078,0.0164815,0
FRONT,12,15,952,1506.02,0.63856,32697,0.0578884,0
FRONT,12,16,160,7380.48,0.1344,23194,0.103514,0
FRONT,12,17,64,15296.3,0.06512,8103,0.0218832,0
FRONT,12,18,134,8525.17,0.11648,19753,0.09104,0
FRONT,12,19,165,7543.41,0.13152,23986,0.1054,0
FRONT,12,20,4058,696.018,1.32272,29769,0.0066328,0
FRONT,12,21,107,10236.5,0.09712,15746,0.0702376,0
FRONT,12,22,2384,895.658,1.0464,31124,0.0165669,0
FRONT,12,23,3987,725.373,1.27328,30174,0.00704191,0
FRONT,12,24,3840,683.163,1.3456,30210,0.00760188,0
FRONT,12,25,64,14821,0.0672,7995,0.0209583,0
FRONT,12,26,907,1742.19,0.55488,34307,0.0606676,0
FRONT,12,27,70,14080.3,0.07072,9884,0.0278699,0
FRONT,12,28,206,6085.53,0.16272,29006,0.115652,0
FRONT,12,29,64,15183.9,0.0656,7908,0.0204684,0
FRONT,12,30,2332,918.55,1.02192,32184,0.0169327,0
FRONT,12,31,2195,928.924,1.0112,32492,0.0186816,0
EVAL,13,0,2074,1041.71,0.90768,32642,0.0203089,-1
EVAL,13,1,160,7099.22,0.13968,23913,0.103551,-1
EVAL,13,2,1071,1444.57,0.66464,34817,0.0505573,-1
EVAL,13,3,931,1444.57,0.66464,35399,0.0589074,-1
EVAL,13,4,64,13125.7,0.07584,7772,0.019546,-1
EVAL,13,5,70,14856.5,0.06704,9534,0.0264971,-1
EVAL,13,6,64,15258.6,0.06528,7733,0.0192646,-1
EVAL,13,7,2475,937.447,1.00256,33136,0.0150682,-1
EVAL,13,8,4060,669.458,1.37088,32099,0.00658864,-1
EVAL,13,9,179,6726.1,0.14736,26755,0.109393,-1
EVAL,13,10,238,4472.27,0.22064,32696,0.119258,-1
EVAL,13,11,160,7552.67,0.13136,24111,0.102676,-1
EVAL,13,12,166,7058.45,0.14048,24970,0.105092,-1
EVAL,13,13,773,1722.15,0.56112,37052,0.0730367,-1
EVAL,13,14,826,1561.27,0.6168,37061,0.0684507,-1
EVAL,13,15,4070,639.575,1.42944,32932,0.00630905,-1
EVAL,13,16,3931,707.908,1.30224,33061,0.00702592,-1
EVAL,13,17,591,2216.04,0.43936,37999,0.0920949,-1
EVAL,13,18,64,15334.1,0.06496,7185,0.0176372,-1
EVAL,13,19,64,14715.4,0.06768,7136,0.0174781,-1
EVAL,13,20,118,9675.2,0.10272,17418,0.0759029,-1
EVAL,13,21,2329,674.344,1.36176,34788,0.01704,-1
EVAL,13,22,2195,944.339,0.99568,35119,0.0186801,-1
EVAL,13,23,907,1536.42,0.6264,37904,0.0636852,-1
EVAL,13,24,114,9705.62,0.1024,16838,0.0714879,-1
EVAL,13,25,75,13209.6,0.07536,9740,0.0293001,-1
EVAL,13,26,2602,845.928,1.10384,35196,0.0146299,-1
EVAL,13,27,1028,1261.35,0.7568,38124,0.055751,-1
EVAL,13,28,908,1479.03,0.64976,38592,0.0642637,-1
EVAL,13,29,2268,859.794,1.0872,35984,0.0186732,-1
EVAL,13,30,842,1484.74,0.64736,39066,0.070461,-1
EVAL,13,31,657,1941.92,0.49952,39788,0.0880354,-1
FRONT,13,0,2074,1041.71,0.90768,32642,0.0203089,0
FRONT,13,1,160,7099.22,0.13968,23913,0.103551,0
FRONT,13,2,1071,1444.57,0.66464,34817,0.0505573,0
FRONT,13,4,64,13125.7,0.07584,7772,0.019546,0
FRONT,13,5,70,14856.5,0.06704,9534,0.0264971,0
FRONT,13,6,64,15258.6,0.06528,7733,0.0192646,0
FRONT,13,7,2475,937.447,1.00256,33136,0.0150682,0
FRONT,13,8,4060,669.458,1.37088,32099,0.00658864,0
FRONT,13,9,179,6726.1,0.14736,26755,0.109393,0
FRONT,13,10,238,4472.27,0.22064,32696,0.119258,0
FRONT,13,11,160,7552.67,0.13136,24111,0.102676,0
